,genre,rms_mean,rms_std,energy_entropy_mean,energy_entropy_std,sp_flux_mean,sp_flux_std,mel_spectrogram_mean,mel_spectrogram_std,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,chroma_mean,chroma_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std
0,blues,0.1302279233932495,0.05316668748855591,0.006656439977905804,0.011211805076065536,1.3904378414154053,1.481092929840088,4.426115036010742,27.201940536499023,0.08304482066898686,0.027693783681433826,1784.1658495387549,360.241675164258,3805.8396058403423,949.4763954584874,0.35008811950683594,0.2979204058647156,-113.57064819335938,50.638004302978516,121.57179260253906,17.202146530151367,-19.168142318725586,15.348434448242188,42.36642074584961,12.29255485534668,-6.364664077758789,12.958966255187988,18.623498916625977,9.443560600280762,-13.704889297485352,8.225600242614746,15.34315013885498,8.30256462097168,-12.274109840393066,9.06665325164795,10.976572036743164,7.961552143096924,-8.326573371887207,7.859586238861084,8.803791999816895,7.1585001945495605,-3.672300100326538,6.420079231262207
1,blues,0.09594780951738358,0.04871077090501785,0.006552812338995128,0.012823363120534101,1.4434930086135864,1.9961122274398804,2.6540048122406006,17.32295036315918,0.05603980870552978,0.03804630719740175,1530.1766787460795,613.0661250213441,3550.5220984084976,1725.6573785484359,0.3409135639667511,0.30818867683410645,-207.50169372558594,88.11671447753906,123.99126434326172,23.669811248779297,8.955126762390137,23.9334659576416,35.87765121459961,16.26364517211914,2.9073197841644287,16.7311954498291,21.510467529296875,12.50908088684082,-8.560436248779297,14.172126770019531,23.370685577392578,11.939680099487305,-10.099660873413086,12.888309478759766,11.900497436523438,10.215606689453125,-5.555638790130615,10.255419731140137,5.376327037811279,9.80801773071289,-2.231760025024414,8.056941032409668
2,blues,0.17557041347026825,0.05240149050951004,0.006298171143763364,0.008807934549935496,1.6375181674957275,1.950101375579834,7.257299900054932,29.523887634277344,0.07629120746326373,0.031730570099435376,1552.8118647610036,395.55991122498216,3042.2602323810906,885.4572043322688,0.36363720893859863,0.29201915860176086,-90.72259521484375,57.61115264892578,140.44630432128906,22.55582046508789,-29.093889236450195,20.29239273071289,31.68433380126953,12.003764152526855,-13.984503746032715,12.46971321105957,25.764741897583008,8.634140968322754,-13.664875030517578,10.343201637268066,11.639933586120605,10.323511123657227,-11.783641815185547,8.089990615844727,9.71876049041748,8.240683555603027,-13.133803367614746,7.601409435272217,5.791199207305908,8.029956817626953,-8.907628059387207,7.770788192749023
3,blues,0.14109300076961517,0.0796639621257782,0.0064726571865498135,0.011334225374773636,1.2470123767852783,1.7497239112854004,6.209628582000732,68.63687133789062,0.03330886262567672,0.020561103742135052,1070.1066149971293,429.36690885180553,2184.7457991951856,1221.9633219928148,0.4047847092151642,0.3065926134586334,-199.54420471191406,74.212646484375,150.0908966064453,21.365985870361328,5.662678241729736,16.036245346069336,26.859079360961914,12.58043384552002,1.7713990211486816,16.371755599975586,14.234030723571777,11.260289192199707,-4.832006454467773,12.486475944519043,9.286495208740234,9.0151948928833,-0.7591865062713623,9.59760856628418,8.137606620788574,8.4447660446167,-3.200653076171875,10.49936580657959,6.079319000244141,6.946365833282471,-2.4801738262176514,7.5365376472473145
4,blues,0.09152871370315552,0.047993727028369904,0.006801314596222005,0.013494731530793834,1.643323540687561,1.9577555656433105,2.106470823287964,12.865766525268555,0.10146053871809745,0.04420548271538123,1835.004265512071,586.0033611456861,3579.757626703886,1254.1841299748899,0.30852603912353516,0.29637980461120605,-160.33770751953125,72.07837677001953,126.21963500976562,29.21959686279297,-35.58781051635742,18.270002365112305,22.1480712890625,13.90885066986084,-32.47860336303711,18.337852478027344,10.852293968200684,11.611700057983398,-23.352331161499023,9.656970977783203,0.49843356013298035,11.165667533874512,-11.793437004089355,11.4049711227417,1.2072550058364868,9.983766555786133,-13.088418006896973,8.958463668823242,-2.8138670921325684,9.296807289123535,-6.933384418487549,9.463374137878418
5,blues,0.10349363833665848,0.06309127062559128,0.006203180741557318,0.009948324133568746,1.5184353590011597,2.2519280910491943,2.9158318042755127,28.452035903930664,0.09404153373936582,0.07895058970522166,1831.993939606849,1015.1267751566124,3481.5175917198376,1809.5413667976416,0.3024562895298004,0.2958587110042572,-177.7742462158203,85.48342895507812,118.20548248291016,56.526214599609375,-17.565879821777344,25.580732345581055,30.762401580810547,22.039657592773438,-21.747838973999023,20.81850242614746,11.920994758605957,16.321504592895508,-20.730993270874023,13.028496742248535,3.186577796936035,11.564465522766113,-8.586038589477539,13.123619079589844,-0.9328520894050598,10.006301879882812,-11.77243423461914,8.749088287353516,-2.405832290649414,8.871742248535156,-9.34366512298584,8.960474014282227
6,blues,0.14187414944171906,0.0938253104686737,0.007008543356386247,0.012169200499043149,1.6375627517700195,2.383230686187744,5.888594627380371,49.65887451171875,0.07305223740815932,0.04369405757996276,1459.366471695765,661.7094513841726,2795.610963330191,1273.35856114577,0.29132798314094543,0.30656376481056213,-190.0523681640625,98.26766967773438,130.28907775878906,43.96357345581055,-36.36953353881836,36.15920639038086,33.02903366088867,21.91693687438965,11.108781814575195,32.918819427490234,-0.6055834293365479,16.75643539428711,-20.871854782104492,12.33949089050293,0.2730247378349304,10.144749641418457,-6.486139297485352,11.443130493164062,-5.516767501831055,12.387519836425781,-7.839751720428467,9.350980758666992,-3.128592014312744,8.014090538024902,-6.596197128295898,8.895277976989746
7,blues,0.13182218372821808,0.07437165826559067,0.0064553513188678234,0.013501181409269203,1.542437195777893,1.9432730674743652,4.829306602478027,37.61214828491211,0.061442246108855375,0.04299786357871877,1451.6670658428172,670.4984432900756,2954.836759987674,1276.3737586113198,0.3079547882080078,0.30479973554611206,-179.34713745117188,81.07972717285156,136.46900939941406,38.46100997924805,-26.673137664794922,24.323486328125,39.984249114990234,18.776222229003906,5.304416179656982,25.4996395111084,10.928611755371094,11.674936294555664,-20.56482696533203,12.79733657836914,8.511157035827637,12.300202369689941,-11.35724925994873,13.112709999084473,-3.46834659576416,13.348597526550293,-8.419937133789062,12.145281791687012,-6.949715614318848,9.149770736694336,-3.5391387939453125,9.660300254821777
8,blues,0.14241649210453033,0.03882210701704025,0.005937538038278691,0.008168681988726254,1.4507561922073364,1.5647741556167603,4.946775436401367,29.287931442260742,0.06402488761600927,0.027045919171916347,1719.3689480431462,404.0827210348926,3782.316288428074,1123.7957949385088,0.40887922048568726,0.29413002729415894,-121.36394500732422,51.20737075805664,122.50666809082031,20.359416961669922,-14.73819637298584,18.472063064575195,46.131065368652344,13.914786338806152,-8.181879043579102,13.310297012329102,20.18296241760254,10.344929695129395,-19.173377990722656,7.593715667724609,23.039138793945312,8.778911590576172,-11.838223457336426,6.527214527130127,21.15999984741211,7.659482479095459,-6.7183661460876465,6.9961066246032715,6.992542266845703,7.512049198150635,-12.730595588684082,7.873028755187988
9,blues,0.08131366223096848,0.06593075394630432,0.00611145824097593,0.009139130606748896,1.2468794584274292,1.1784214973449707,2.3874526023864746,24.57244110107422,0.07917482356921887,0.03711682977865272,1817.15086312572,546.1100083520862,3943.490565182715,1169.4606596745123,0.27395039796829224,0.3038354218006134,-213.239990234375,78.31807708740234,115.16560363769531,28.253826141357422,-11.69343090057373,25.864294052124023,39.01427459716797,18.727210998535156,-20.341278076171875,23.064594268798828,13.077605247497559,16.69784927368164,-9.173518180847168,11.257270812988281,9.011446952819824,8.246949195861816,-14.10063362121582,10.491657257080078,4.265941619873047,9.625248908996582,-6.046167850494385,9.215951919555664,3.7822070121765137,10.220061302185059,0.22179940342903137,8.737211227416992
